1	243	1	1605104.00
2	2894	2	1605104.00
3	1321	3	1330080.00
4	441	4	1903491.00
5	128	5	1691992.00
6	1321	6	1605104.00
7	132	7	1605104.00
8	1860	8	1605104.00
9	130	9	1691992.00
10	29	10	1805742.00
11	1167	11	1605104.00
12	142	12	1605104.00
13	1882	13	1605104.00
14	2212	15	2114990.00
16	3026	17	1805742.00
17	138	14	1662600.00
18	2058	18	2006380.00
19	2190	19	2006380.00
20	914	20	1662600.00
21	1585	21	1662600.00
