1000	\N	500	1760250.00
1001	\N	501	1760250.00
1002	\N	502	1760250.00
1003	\N	503	1760250.00
1004	\N	504	1760250.00
1005	\N	505	1760250.00
1006	\N	506	1760250.00
1007	\N	507	1760250.00
1008	\N	508	1760250.00
1009	\N	509	1760250.00
1010	\N	510	1760250.00
1011	\N	511	1760250.00
1012	\N	512	1760250.00
1013	\N	513	1760250.00
1014	\N	514	1694370.00
1015	\N	515	1694370.00
1016	\N	516	1694370.00
1017	\N	517	1694370.00
1018	\N	518	1694370.00
1019	\N	519	1694370.00
1020	\N	520	1694370.00
1021	\N	521	1694370.00
1022	\N	522	1694370.00
1023	\N	523	1694370.00
1024	\N	524	1694370.00
1025	\N	525	1694370.00
1026	\N	526	1694370.00
1027	\N	527	1694370.00
1028	\N	528	1694370.00
1029	\N	529	1694370.00
1030	\N	530	1694370.00
1031	\N	531	1694370.00
1032	\N	532	1694370.00
1033	\N	533	1694370.00
1034	\N	534	1694370.00
1035	\N	535	1694370.00
1036	\N	536	1662600.00
1037	\N	537	1662600.00
1038	\N	538	1662600.00
1039	\N	539	1662600.00
1040	\N	540	1662600.00
1041	\N	541	1662600.00
1042	\N	542	1662600.00
1043	\N	543	1662600.00
1044	\N	544	1662600.00
1045	\N	545	1662600.00
1046	\N	546	1662600.00
1047	\N	547	1662600.00
1048	\N	548	1662600.00
1049	\N	549	1662600.00
1050	\N	550	1662600.00
1051	\N	551	1662600.00
1052	\N	552	1662600.00
1053	\N	553	1662600.00
1054	\N	554	1662600.00
1055	\N	555	1662600.00
1056	\N	556	1662600.00
1057	\N	557	1662600.00
1058	\N	558	1662600.00
1059	\N	559	1662600.00
1060	\N	560	1662600.00
1061	\N	561	1662600.00
1062	\N	562	1662600.00
1063	\N	563	1662600.00
1064	\N	564	1662600.00
1065	\N	565	1662600.00
1066	\N	566	1662600.00
1067	\N	567	1662600.00
1068	\N	568	1662600.00
1069	\N	569	1662600.00
1070	\N	570	1662600.00
1071	\N	571	1662600.00
1072	\N	572	1662600.00
1073	\N	573	1662600.00
1074	\N	574	1662600.00
1075	\N	575	1662600.00
1076	\N	576	2006380.00
1077	\N	577	2006380.00
1078	\N	578	2006380.00
1079	\N	579	2006380.00
1080	\N	580	2006380.00
1081	\N	581	2006380.00
1082	\N	582	2006380.00
1083	\N	583	2006380.00
1084	\N	584	2006380.00
1085	\N	585	2006380.00
1086	\N	586	2006380.00
1087	\N	587	2006380.00
1088	\N	588	2006380.00
1089	\N	589	2006380.00
1090	\N	590	2006380.00
1091	\N	591	2006380.00
1092	\N	592	2006380.00
1093	\N	593	2006380.00
1094	\N	594	2006380.00
1095	\N	595	2006380.00
1096	\N	596	2006380.00
1097	\N	597	2006380.00
1098	\N	598	2006380.00
1099	\N	599	2006380.00
1100	\N	600	2006380.00
1101	\N	601	2006380.00
1102	\N	602	2006380.00
1103	\N	603	2006380.00
1104	\N	604	2006380.00
1105	\N	605	2006380.00
1106	\N	606	2006380.00
1107	\N	607	2006380.00
1108	\N	608	2006380.00
1109	\N	609	2006380.00
1110	\N	610	2006380.00
1111	\N	611	2006380.00
1112	\N	612	2006380.00
1113	\N	613	2006380.00
1114	\N	614	2006380.00
1115	\N	615	2006380.00
1116	\N	616	2006380.00
1117	\N	617	2006380.00
1118	\N	618	2006380.00
1119	\N	619	2006380.00
1120	\N	620	2006380.00
1121	\N	621	2006380.00
1122	\N	622	2006380.00
1123	\N	623	2006380.00
1124	\N	624	2006380.00
1125	\N	625	2006380.00
1126	\N	626	2006380.00
1127	\N	627	2006380.00
1128	\N	628	2006380.00
1129	\N	629	2006380.00
1130	\N	630	2006380.00
1131	\N	631	2006380.00
1132	\N	632	2006380.00
1133	\N	633	2006380.00
1134	\N	634	2006380.00
1135	\N	635	2006380.00
1136	\N	636	2006380.00
1137	\N	637	2006380.00
1138	\N	638	2006380.00
1139	\N	639	2006380.00
1140	\N	640	2006380.00
1141	\N	641	2006380.00
1142	\N	642	2006380.00
1143	\N	643	2006380.00
1144	\N	644	2006380.00
1145	\N	645	2006380.00
1146	\N	646	2006380.00
1147	\N	647	2006380.00
1148	\N	648	2006380.00
1149	\N	649	2006380.00
1150	\N	650	2006380.00
1151	\N	651	2006380.00
1152	\N	652	2006380.00
1153	\N	653	2006380.00
1154	\N	654	2006380.00
1155	\N	655	2006380.00
1156	\N	656	2006380.00
1157	\N	657	2006380.00
1158	\N	658	2006380.00
1159	\N	659	2006380.00
1160	\N	660	2006380.00
1161	\N	661	2006380.00
1162	\N	662	2006380.00
1163	\N	663	2006380.00
1164	\N	664	2006380.00
1165	\N	665	2006380.00
1166	\N	666	2006380.00
1167	\N	667	2006380.00
1168	\N	668	2006380.00
1169	\N	669	2006380.00
1170	\N	670	2006380.00
1171	\N	671	2006380.00
1172	\N	672	2006380.00
1173	\N	673	2006380.00
1174	\N	674	2006380.00
1175	\N	675	2006380.00
1176	\N	676	2006380.00
1177	\N	677	2006380.00
1178	\N	678	2006380.00
1179	\N	679	2006380.00
1180	\N	680	2006380.00
1181	\N	681	2006380.00
1182	\N	682	2006380.00
1183	\N	683	2006380.00
1184	\N	684	2006380.00
1185	\N	685	2006380.00
1186	\N	686	2006380.00
1187	\N	687	2006380.00
1188	\N	688	2006380.00
